ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Total_Children,Age,Total_Spending,Total_Purchases,Education_enc,Marital_Status_enc,Country_enc,Age_Group,Has_Children,Online_Purchases,Store_Purchases
1328,1982,2N Cycle,Married,57937.0,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,SA,1,43,683.0,17,2.0,2.0,6.0,Younger,1,8,9
1139,1984,Phd,Married,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,SP,0,41,1512.0,21,1.0,2.0,0.0,Younger,0,16,5
4961,1974,Master,Together,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP,1,51,61.0,7,3.0,3.0,0.0,Younger,1,3,4
5177,1974,Master,Married,58494.0,0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA,1,51,396.0,14,3.0,2.0,6.0,Younger,1,8,6
2075,1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,SA,0,56,1047.0,15,0.0,2.0,6.0,Younger,0,8,7
3428,1991,Phd,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,0,34,1598.0,23,1.0,3.0,0.0,Younger,0,13,10
4500,1991,Phd,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,0,34,1598.0,23,1.0,3.0,0.0,Younger,0,13,10
7369,1981,Master,Married,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP,1,44,62.0,5,3.0,2.0,0.0,Younger,1,2,3
4381,1971,Phd,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,SP,2,54,235.0,10,1.0,2.0,0.0,Younger,1,4,6
9964,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,1,46,424.0,14,0.0,1.0,0.0,Younger,1,6,8
1630,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,1,46,424.0,14,0.0,1.0,0.0,Younger,1,6,8
5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,1,36,34.0,4,0.0,2.0,0.0,Younger,1,1,3
6918,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,1,36,34.0,4,0.0,2.0,0.0,Younger,1,1,3
7822,1976,Graduation,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,SP,1,49,662.0,18,0.0,3.0,0.0,Younger,1,10,8
10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,SP,1,50,1237.0,19,0.0,1.0,0.0,Younger,1,12,7
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,AUS,0,62,318.0,10,3.0,3.0,3.0,Older,0,7,3
4119,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,GER,0,62,318.0,10,3.0,3.0,4.0,Older,0,7,3
11110,1973,Graduation,Single,3502.0,1,0,2013-04-13,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,IND,1,52,5.0,0,0.0,1.0,5.0,Younger,1,0,0
332,1957,Graduation,Married,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,SP,1,68,275.0,11,0.0,2.0,0.0,Older,1,5,6
737,1949,Phd,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,SP,0,76,2231.0,13,1.0,2.0,0.0,Older,0,8,5
10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,SP,1,54,1286.0,18,0.0,2.0,0.0,Younger,1,7,11
2683,1969,Graduation,Married,52413.0,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,CA,2,56,910.0,22,0.0,2.0,1.0,Younger,1,10,12
3445,1956,Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,SA,0,69,957.0,21,0.0,1.0,6.0,Older,0,11,10
10913,1984,Master,Single,31385.0,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,SP,1,41,27.0,3,3.0,1.0,0.0,Younger,1,1,2
4427,1995,2N Cycle,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,SP,0,30,1365.0,27,2.0,1.0,0.0,Younger,0,15,12
8717,1975,Phd,Married,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IND,1,50,1835.0,27,1.0,2.0,5.0,Younger,1,19,8
2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,SP,1,76,114.0,6,0.0,3.0,0.0,Older,1,3,3
3340,1977,Graduation,Married,42014.0,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA,1,48,436.0,14,0.0,2.0,1.0,Younger,1,8,6
8685,1977,Graduation,Married,42014.0,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA,1,48,436.0,14,0.0,2.0,6.0,Younger,1,8,6
4149,1948,Phd,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,SP,0,77,1348.0,20,1.0,3.0,0.0,Older,0,14,6
8726,1964,2N Cycle,Divorced,41713.0,1,1,2014-04-29,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,CA,2,61,174.0,8,2.0,0.0,1.0,Older,1,4,4
2295,1954,Phd,Married,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,SA,1,71,825.0,21,1.0,2.0,6.0,Older,1,8,13
3283,1972,2N Cycle,Married,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,SP,1,53,909.0,20,2.0,2.0,0.0,Younger,1,8,12
1915,1951,Phd,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,GER,0,74,1507.0,19,1.0,2.0,4.0,Older,0,13,6
800,1960,Graduation,Together,44512.0,1,1,2013-08-30,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,SA,2,65,32.0,4,0.0,3.0,6.0,Older,1,1,3
9166,1968,Graduation,Married,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,SP,1,57,882.0,20,0.0,2.0,0.0,Younger,1,8,12
5147,1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP,0,77,1424.0,26,0.0,1.0,0.0,Older,0,13,13
13,1947,Phd,Widow,25358.0,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,SA,1,78,32.0,4,1.0,4.0,6.0,Older,1,1,3
8557,1982,Graduation,Single,51370.27047481378,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,AUS,1,43,46.0,5,0.0,1.0,3.0,Younger,1,2,3
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,1,43,46.0,5,0.0,1.0,0.0,Younger,1,2,3
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,2,47,606.0,16,0.0,2.0,3.0,Younger,1,6,10
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,2,47,606.0,16,0.0,2.0,3.0,Younger,1,6,10
3560,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,GER,0,73,1574.0,19,0.0,3.0,4.0,Older,0,8,11
241,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,SP,0,73,1574.0,19,0.0,3.0,0.0,Older,0,8,11
7521,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,CA,0,73,1574.0,19,0.0,3.0,1.0,Older,0,8,11
9799,1968,Phd,Divorced,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,SP,2,57,1173.0,16,1.0,0.0,0.0,Younger,1,4,12
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,SP,0,74,143.0,6,3.0,2.0,0.0,Older,0,3,3
448,1978,Phd,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,SP,1,47,795.0,19,1.0,1.0,0.0,Younger,1,8,11
4837,1965,Phd,Married,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP,1,60,1305.0,26,1.0,2.0,0.0,Older,1,13,13
9365,1976,Phd,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP,1,49,1277.0,19,1.0,1.0,0.0,Younger,1,14,5
8932,1969,Master,Together,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA,1,56,1531.0,21,3.0,3.0,6.0,Younger,1,15,6
7055,1952,Phd,Together,61010.0,0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA,1,73,1021.0,24,1.0,3.0,1.0,Older,1,13,11
3537,1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP,1,44,79.0,7,0.0,3.0,0.0,Younger,1,3,4
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP,1,37,25.0,4,0.0,1.0,0.0,Younger,1,2,2
4988,1948,Phd,Married,34469.0,1,1,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA,2,77,62.0,6,1.0,2.0,6.0,Older,1,2,4
1050,1952,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,GER,0,73,65.0,7,0.0,2.0,4.0,Older,0,3,4
5610,1965,Graduation,Together,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND,2,60,36.0,4,0.0,3.0,5.0,Older,1,1,3
3526,1968,Phd,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP,2,57,38.0,4,1.0,2.0,0.0,Younger,1,1,3
5136,1973,Graduation,Single,65333.0,0,1,2014-01-17,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,CA,1,52,798.0,21,0.0,1.0,1.0,Younger,1,13,8
1411,1952,Graduation,Divorced,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,SP,0,73,940.0,15,0.0,0.0,0.0,Older,0,11,4
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,SP,1,54,1179.0,16,0.0,2.0,0.0,Younger,1,8,8
6203,1947,Graduation,Together,74485.0,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,SP,0,78,1734.0,25,0.0,3.0,0.0,Older,0,13,12
7192,1955,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,SP,1,70,545.0,16,0.0,3.0,0.0,Older,1,6,10
5181,1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,SP,1,43,24.0,3,4.0,1.0,0.0,Younger,1,1,2
9220,1971,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,SP,0,54,1968.0,19,0.0,1.0,0.0,Younger,0,14,5
7734,1993,Graduation,Absurd,79244.0,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,1,0,AUS,0,32,1216.0,21,0.0,7.0,3.0,Younger,0,14,7
10446,1957,Phd,Married,82017.0,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,0,CA,0,68,729.0,16,1.0,2.0,1.0,Older,0,9,7
5524,1957,Graduation,Single,58138.0,0,0,2012-09-04,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,US,0,68,1617.0,22,0.0,1.0,2.0,Older,0,18,4
3830,1953,Master,Married,59354.0,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,CA,2,72,459.0,15,3.0,2.0,1.0,Older,1,8,7
5186,1955,Phd,Married,58482.0,0,1,2014-03-12,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,CA,1,70,731.0,20,1.0,2.0,1.0,Older,1,11,9
8514,1976,Graduation,Together,29478.0,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,SP,1,49,20.0,4,0.0,3.0,0.0,Younger,1,1,3
7165,1972,Graduation,Together,64474.0,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,SP,1,53,823.0,20,0.0,3.0,0.0,Younger,1,10,10
10236,1975,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,SA,1,50,64.0,5,3.0,1.0,6.0,Younger,1,2,3
2392,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,SP,2,53,102.0,6,0.0,2.0,0.0,Younger,1,3,3
1920,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,SP,2,53,102.0,6,0.0,2.0,0.0,Younger,1,3,3
3673,1971,Graduation,Single,55239.0,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,SA,1,54,779.0,23,0.0,1.0,6.0,Younger,1,12,11
1453,1943,Phd,Widow,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,SP,0,82,1060.0,25,1.0,4.0,0.0,Older,0,12,13
4518,1979,Graduation,Together,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,CA,1,46,1169.0,25,0.0,3.0,1.0,Younger,1,14,11
8969,1977,Graduation,Married,71855.0,0,1,2013-01-16,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,SA,1,48,1141.0,21,0.0,2.0,6.0,Younger,1,10,11
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,US,0,49,61.0,5,4.0,2.0,2.0,Younger,0,2,3
1079,1971,Phd,Married,71969.0,0,1,2012-10-16,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,IND,1,54,1086.0,16,1.0,2.0,5.0,Younger,1,7,9
164,1977,Phd,Married,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,SP,0,48,269.0,11,1.0,2.0,0.0,Younger,0,6,5
3434,1951,Graduation,Single,80872.0,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,SP,0,74,1336.0,18,0.0,1.0,0.0,Older,0,8,10
5721,1956,Phd,Married,84117.0,0,0,2014-05-11,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,0,CA,0,69,1566.0,23,1.0,2.0,1.0,Older,0,17,6
8418,1958,2N Cycle,Single,38741.0,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,GER,2,67,61.0,5,2.0,1.0,4.0,Older,1,2,3
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,SP,1,52,70.0,5,3.0,2.0,0.0,Younger,1,3,2
10424,1968,Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,SA,0,57,1295.0,17,0.0,1.0,6.0,Younger,0,8,9
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,AUS,3,60,411.0,14,3.0,2.0,3.0,Older,1,9,5
1600,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,SA,3,60,411.0,14,3.0,2.0,6.0,Older,1,9,5
7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,SP,0,76,926.0,21,0.0,4.0,0.0,Older,0,10,11
10701,1973,Graduation,Married,65308.0,0,0,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,US,0,52,1211.0,27,0.0,2.0,2.0,Younger,0,15,12
891,1951,Master,Together,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,SP,2,74,11.0,3,3.0,3.0,0.0,Older,1,1,2
6912,1967,Phd,Married,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,SP,2,58,772.0,21,1.0,2.0,0.0,Younger,1,9,12
5967,1952,Graduation,Together,33402.0,1,1,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,GER,2,73,70.0,6,0.0,3.0,4.0,Older,1,3,3
2109,1990,Graduation,Single,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,1,0,SP,0,35,1544.0,27,0.0,1.0,0.0,Younger,0,17,10
6292,1986,Phd,Married,82333.0,0,0,2013-03-30,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,1,0,GER,0,39,1822.0,17,1.0,2.0,4.0,Younger,0,7,10
8537,1949,Graduation,Widow,72643.0,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,SP,0,76,1429.0,20,0.0,4.0,0.0,Older,0,13,7
9576,1982,Phd,Together,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,SP,1,43,159.0,8,1.0,3.0,0.0,Younger,1,4,4
5935,1956,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,IND,1,69,764.0,20,3.0,1.0,5.0,Older,1,12,8
10264,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,SA,1,46,31.0,4,0.0,0.0,6.0,Younger,1,2,2
234,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,SP,1,46,31.0,4,0.0,0.0,0.0,Younger,1,2,2
3202,1987,Phd,Married,51563.0,0,0,2012-10-01,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,SA,0,38,1250.0,18,1.0,2.0,6.0,Younger,0,8,10
1103,1976,Master,Married,81929.0,1,0,2012-09-29,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,1,0,AUS,1,49,2053.0,18,3.0,2.0,3.0,Younger,1,8,10
610,1953,Phd,Together,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,AUS,2,72,480.0,15,1.0,3.0,3.0,Older,1,9,6
4480,1973,Master,Married,60432.0,0,1,2014-03-09,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,SA,1,52,401.0,14,3.0,2.0,6.0,Younger,1,9,5
10660,1957,Master,Married,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,SP,2,68,438.0,14,3.0,2.0,0.0,Older,1,10,4
9353,1959,Graduation,Single,62450.0,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,IND,1,66,995.0,14,0.0,1.0,5.0,Older,1,10,4
4120,1975,2N Cycle,Single,49514.0,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,IND,1,50,369.0,11,2.0,1.0,5.0,Younger,1,7,4
2836,1972,Phd,Married,43269.0,1,0,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,GER,1,53,19.0,3,1.0,2.0,4.0,Younger,1,1,2
9579,1959,Phd,Married,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,CA,3,66,106.0,6,1.0,2.0,1.0,Older,1,4,2
5841,1966,Graduation,Together,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,SP,1,59,832.0,21,0.0,3.0,0.0,Younger,1,13,8
3174,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,SP,1,66,1957.0,19,0.0,3.0,0.0,Older,1,15,4
5536,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,CA,1,66,1957.0,19,0.0,3.0,1.0,Older,1,15,4
2061,1955,Graduation,Married,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,SP,1,70,99.0,6,0.0,2.0,0.0,Older,1,2,4
8477,1956,Graduation,Divorced,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,3,69,28.0,4,0.0,0.0,0.0,Older,1,1,3
640,1951,Graduation,Married,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,SP,1,74,1026.0,23,0.0,2.0,0.0,Older,1,13,10
3828,1951,Graduation,Married,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,SP,1,74,1327.0,26,0.0,2.0,0.0,Older,1,13,13
4093,1975,Master,Together,53253.0,1,1,2013-02-11,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,CA,2,50,436.0,12,3.0,3.0,1.0,Younger,1,7,5
8624,1958,Graduation,Married,81320.0,0,0,2013-02-06,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,SA,0,67,928.0,17,0.0,2.0,6.0,Older,0,7,10
2802,1992,2N Cycle,Married,87000.0,0,0,2012-12-15,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,AUS,0,33,961.0,17,2.0,2.0,3.0,Younger,0,10,7
368,1974,Graduation,Married,40049.0,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,IND,1,51,290.0,11,0.0,2.0,5.0,Younger,1,5,6
3599,1970,Graduation,Married,63684.0,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,SP,1,55,1464.0,20,0.0,2.0,0.0,Younger,1,12,8
3389,1970,Graduation,Married,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,SP,1,55,1533.0,30,0.0,2.0,0.0,Younger,1,17,13
10710,1979,Graduation,Married,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,SP,1,46,18.0,3,0.0,2.0,0.0,Younger,1,1,2
7118,1957,Graduation,Married,73803.0,0,1,2012-08-01,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,1,0,CA,1,68,1528.0,20,0.0,2.0,1.0,Older,1,14,6
4937,1973,2N Cycle,Married,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,SP,2,52,44.0,4,2.0,2.0,0.0,Younger,1,1,3
1127,1973,Phd,Married,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,SP,0,52,1958.0,19,1.0,2.0,0.0,Younger,0,12,7
833,1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,SP,2,70,72.0,6,3.0,2.0,0.0,Older,1,3,3
3565,1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,SP,2,70,72.0,6,3.0,2.0,0.0,Older,1,3,3
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,AUS,0,70,1380.0,23,0.0,2.0,3.0,Older,0,11,12
1763,1988,Graduation,Together,87679.0,0,0,2013-07-27,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,1,0,CA,0,37,2510.625,28,0.0,3.0,1.0,Younger,0,18,10
4697,1949,Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,SA,0,76,390.0,13,3.0,0.0,6.0,Older,0,8,5
182,1946,Phd,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,SP,1,79,397.0,13,1.0,3.0,0.0,Older,1,8,5
